./raw\889.html,https://www.snopes.com/fact-check/joe-biden-mansion/,Former U.S. Vice President Joe Biden owns the largest mansion in his state.,False,Politics
./raw\5222.html,https://www.snopes.com/fact-check/canada-legalizes-beastiality/,Canada has legalized oral sex with non-human animals.,False,Crime
./raw\1017.html,https://www.snopes.com/fact-check/trump-official-statue-liberty/,A Trump administration official moved to change the poem inscribed on the base of the Statue of Liberty in New York.,False,Politics
./raw\4394.html,https://www.snopes.com/fact-check/monsanto-suppressing-evidence-of-cancerous-herbicide-in-food/,"A new analysis of the residue on common American foods showed high levels of the herbicide glyphosate and Monsanto, the EPA, and the FDA are in cahoots to silence word of the chemical’s harmful effects and its high concentration in foods.",False,Medical
./raw\2970.html,https://www.snopes.com/fact-check/black-lives-matter-protesters-chant-for-dead-cops-now-in-baton-rouge/,"Black Lives Matter protesters in Baton Rouge chanted calls for ""dead cops ... now"" shortly before three officers were killed in that city.",False,Politics
./raw\4239.html,https://www.snopes.com/fact-check/cayenne-pepper-bleeding/,"When ingested orally or applied topically to an open wound, cayenne pepper can stop serious bleeding.",False,Medical
./raw\4878.html,https://www.snopes.com/fact-check/alien-mummy-peru/,"A corpse found in Nazca, Peru, is that of an alien.",False,Science
./raw\2412.html,https://www.snopes.com/fact-check/bruce-springsteen-trump-letter/,Bruce Springsteen wrote an open letter apologizing for letting Donald Trump become president.,False,Politics
./raw\4264.html,https://www.snopes.com/fact-check/did-man-receive-153000-bill-rattlesnake/,"A man received a $153,000 hospital bill after a bite he sustained from a rattlesnake that he was attempting to take a selfie with.",True,Medical
./raw\1346.html,https://www.snopes.com/fact-check/daca-hermilo-moralez-joshua-wilkerson/,Joshua Wilkerson was murdered by an immigrant who was staying in the U.S. due to the DACA policy.,False,Politics
./raw\3040.html,https://www.snopes.com/fact-check/canada-legalizes-beastiality/,Canada has legalized oral sex with non-human animals.,False,Crime
./raw\1599.html,https://www.snopes.com/fact-check/madonna-trump-2020/,"In an interview with Fox News in September 2018, Madonna said she regretted not voting for Donald Trump in 2016 and would support him in 2020.",False,Politics
./raw\2641.html,https://www.snopes.com/fact-check/baltimore-prosecutor-deletes-election-day-ballot-picture/,Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth,True,Politics
./raw\3719.html,https://www.snopes.com/fact-check/america-as-the-last-man-standing/,"Dutch politician Geert Wilders delivered a speech on the scenario of ""America as the Last Man Standing.""",True,Politics
./raw\3589.html,https://www.snopes.com/fact-check/hillary-vs-hillary/,Hillary Clinton was named after famed mountain climber Sir Edmund Hillary.,False,Politics
./raw\3058.html,https://www.snopes.com/fact-check/teddy-roosevelt-anger-a-liberal-quote/,"Teddy Roosevelt said that ""to anger a conservative, lie to him; to anger a liberal, tell him the truth.""",False,Politics
./raw\120.html,https://www.snopes.com/fact-check/pay-bridge-electrical-bill/,"A Kentucky business owner found out he had been paying the electric bills of an Ohio River bridge, in addition to his own, for five months.",True,Business
./raw\1881.html,https://www.snopes.com/fact-check/philadelphia-starbucks-arrest/,A video shows two black men being arrested while waiting for a friend at a Starbucks.,True,Politics
./raw\2866.html,https://www.snopes.com/fact-check/obama-enforces-islamic-prayer/,"President Obama ""enforced"" an Islamic opening prayer in the U.S. House of Representatives.",False,Politics
./raw\3242.html,https://www.snopes.com/fact-check/illegal-sell-homes-flint/,"Residents of Flint, Michigan, are legally prohibited from selling their homes and moving away due to the ongoing water crisis.",False,Politics
./raw\1532.html,https://www.snopes.com/fact-check/take-team-kavanaugh/,"A Minnesota education worker asked on Twitter whether someone would ""take one for the team"" by killing a newly-confirmed Supreme Court justice.",True,Politics
./raw\684.html,https://www.snopes.com/fact-check/california-trump-presidents-day/,The California Legislature cancelled the state's observance of Presidents Day to avoid honoring U.S. President Donald Trump.,False,Politics
./raw\1194.html,https://www.snopes.com/fact-check/walmart-satanic/,Walmart is selling 'satanic' items.,False,Politics
./raw\2820.html,https://www.snopes.com/fact-check/russia-troops-us-borders/,Tens of thousands of Russian troops are surrounding U.S. borders.,False,Politics
./raw\4795.html,https://www.snopes.com/fact-check/rudolph-red-nosed-reindeer/,The character 'Rudolph the Red-Nosed Reindeer' was created by a father to bring comfort to his daughter as her mother was dying of cancer.,False,Holidays
./raw\2390.html,https://www.snopes.com/fact-check/democrats-stand-seal-widow/,"Democrats Bernie Sanders, Keith Ellison, Debbie Wasserman Schultz, and Nancy Pelosi refused to stand and clap for Navy SEAL widow Carryn Owens during a presidential speech.",False,Politics
./raw\556.html,https://www.snopes.com/fact-check/kobe-bryant-moonlight-sonata/,"A video shows Kobe Bryant playing Beethoven's ""Moonlight Sonata.""",True,Sports
./raw\3021.html,https://www.snopes.com/fact-check/paul-ryan-confesses-national-tv/,"Speaker Paul Ryan said that he doesn't care if Donald ""Trump destroys the United States and that he is a liar and a fraud.""",False,Politics
./raw\2069.html,https://www.snopes.com/fact-check/did-odonnell-offer-bribes-to-senators/,"Rosie O'Donnell bribed two senators to vote ""no"" on the GOP tax bill via Twitter.",False,Politics
./raw\5104.html,https://www.snopes.com/fact-check/man-killed-trump-immigration/,"Sean Buchanan criticized President Donald Trump's immigration policies, before dying in a car crash caused by an undocumented immigrant.",True,Crime
./raw\841.html,https://www.snopes.com/fact-check/dershowitz-appalled-at-pelosi/,"Alan Dershowitz said he was ""appalled at"" Pelosi for ""weaponizing the criminal justice system.""",True,Politics
./raw\996.html,https://www.snopes.com/fact-check/hasbro-toys-death-row-records/,The toy company Hasbro acquired Death Row Records.,True,Politics
./raw\3255.html,https://www.snopes.com/fact-check/goldwater-girl/,"In 1964, Hillary Clinton campaigned and voted for Barry Goldwater, who promised to overturn the Civil Rights Act and ""re-segregate"" America.",False,Politics
./raw\2765.html,https://www.snopes.com/fact-check/ramsey-orta-jailed/,Ramsey Orta went to jail for filming the fatal encounter between Eric Garner and New York City police officers.,False,Politics
./raw\4909.html,https://www.snopes.com/fact-check/harvard-study-confirms-tibetan-monks-can-raise-body-temperature-with-their-minds/,"A Harvard Study showed that Tibetan Monks can significantly raise the temperature of their fingers, toes and other extremities through meditation alone.",True,Science
./raw\4306.html,https://www.snopes.com/fact-check/is-manuka-honey-better-than-all-known-antibiotics/,"Manuka honey, as a topical treatment, is better than all known antibiotics.",False,Medical
./raw\4105.html,https://www.snopes.com/fact-check/obamas-50-lies/,A list circulating online contains 50 false statements by President Barack Obama,False,Politics
./raw\3433.html,https://www.snopes.com/fact-check/caitlin-teagart/,The parents of brain-dead teen Caitlin Teagart plan to euthanize her because she is only capable of texting and rolling her eyes.,False,Politics
./raw\648.html,https://www.snopes.com/fact-check/bus-crash-super-tuesday/,A bus that crashed in Texas was found to be carrying undocumented persons into the state to support Joe Biden during a primary election.,False,Politics
./raw\3753.html,https://www.snopes.com/fact-check/motel6-soldier-underage/,An Atlanta Motel 6 outlet turned away a U.S. Army soldier because he was underage.,True,Politics
./raw\4862.html,https://www.snopes.com/fact-check/houston-gas-masks-mosquitoes/,"In September 2017, authorities in Houston, Texas warned residents to use gas masks as they sprayed the area with a neurotoxic insecticide that ""causes brain damage"".",False,Science
./raw\123.html,https://www.snopes.com/fact-check/toys-r-us-closing-locations-not-accepting-gift-cards/,Toys R Us is closing all stores and gift cards are soon-to-be or no longer have value.,True,Business
./raw\972.html,https://www.snopes.com/fact-check/pence-rainbow-flags-iceland/,"U.S. Vice President Mike Pence was greeted by a widespread display of LGBT rainbow flags on his visit to Reykjavík, Iceland, in September 2019.",False,Politics
./raw\2546.html,https://www.snopes.com/fact-check/democrats-file-treason-charges-against-trump/,"Democrats have filed treason charges against President-elect Donald Trump, the Federal Bureau of Investigation, and Rudy Giuliani.",False,Politics
./raw\613.html,https://www.snopes.com/fact-check/trump-governors-supplies/,"U.S. President Donald Trump said state governors must ""treat me well"" in order to obtain masks and ventilators from federal reserves.",False,Politics
./raw\1052.html,https://www.snopes.com/fact-check/jim-jordan-911-tweet/,"U.S. Rep. Jim Jordan defended President Trump by proclaiming that Barack Obama and Joe Biden were ""cowering on Air Force One"" on 9/11.",False,Politics
./raw\2119.html,https://www.snopes.com/fact-check/seven-witnesses-to-vegas-shooting-died-suspicious/,"Seven ""key witnesses"" to the 1 October 2017 mass shooting in Las Vegas have suspiciously died in a cover-up.",False,Politics
./raw\4805.html,https://www.snopes.com/fact-check/lava-ocean-vortices/,"A photograph shows lava pouring into an ocean and seven resulting vortices, or what some called ""tornadoes.""",True,Science
./raw\5155.html,https://www.snopes.com/fact-check/creepy-bus-chloe-jones/,A video tells the true story of a little girl named Chloe Jones who was abducted after getting on the wrong school bus.,False,Crime
./raw\2267.html,https://www.snopes.com/fact-check/ossoff-sixth-congressional-district/,Jon Ossoff is running to represent Georgia's sixth congressional district while living outside its boundaries.,True,Politics
./raw\2949.html,https://www.snopes.com/fact-check/doe-run-lead-plant-shutdown/,A mass ammunition shortage is expected because President Obama and the EPA shut down the Doe Run lead smelting plant,False,Politics
./raw\3146.html,https://www.snopes.com/fact-check/drug-law-lobbying-by-corrections-corporation-of-america/,"The Corrections Corporation of America (CCA) said that cannabis legalization would harm their profits, and they spend $1 million per year fighting changes to marijuana laws.",False,Politics
./raw\1038.html,https://www.snopes.com/fact-check/team-mitch-aoc/,"A photograph shows several young males wearing “Team Mitch” shirts while strangling, kissing, or otherwise posing with a cardboard cutout of U.S. Rep. Alexandria Ocasio-Cortez.",True,Politics
./raw\4923.html,https://www.snopes.com/fact-check/moon-footprints/,"The boots on Neil Armstrong's spacesuit don't match up with the ""footprints"" supposedly he left on the moon.",False,Science
./raw\1406.html,https://www.snopes.com/fact-check/caravan-members-sick/,"One-third of the caravan migrants have HIV/AIDS, tuberculosis, or chicken pox.",False,Politics
./raw\1996.html,https://www.snopes.com/fact-check/outback-steakhouse-gun-policy-controversy/,"Outback Steakhouse is a ""gun free zone"" and a police officer was ejected for carrying his service weapon.",False,Politics
./raw\5291.html,https://www.snopes.com/fact-check/grambo/,A gun-toting Australian granny blew the testicles off the two men who raped her granddaughter.,False,Crime
./raw\1056.html,https://www.snopes.com/fact-check/ilhan-omars-father/,"U.S. Rep. Ilhan Omar's father is a ""Somalian war criminal"" living in the U.S. ""illegally.""",False,Politics
./raw\1955.html,https://www.snopes.com/fact-check/rich-sanchez-tweet-rick-sanchez-fired-jew/,"NRA spokesperson Dana Loesch tweeted ""I bet [CNN reporter] Rick Sanchez was fired by a Jew.""",True,Politics
./raw\168.html,https://www.snopes.com/fact-check/harry-david-says-company-neutral-racism-neo-nazis/,"The company Harry &amp; David had no concerns about advertising with Breitbart, saying they were ""neutral"" on issues of racism and anti-Semitism.",False,Business
./raw\3312.html,https://www.snopes.com/fact-check/county-sheriff-urges-arming/,"A sheriff in Carter County, Oklahoma issued a public letter urging citizens to arm themselves following a mass shooting in San Bernardino, California.",True,Politics
./raw\2696.html,https://www.snopes.com/fact-check/pat-buchanan-said-things-were-better-in-the-50s-when-everyone-knew-their-place/,"Pat Buchanan said America was better when everybody ""knew their place.""",False,Politics
./raw\5107.html,https://www.snopes.com/fact-check/florida-electronics-rescue/,Photographs posted to Facebook show Florida residents looting electronic devices during Hurricane Dorian in summer 2019.,False,Crime
./raw\2554.html,https://www.snopes.com/fact-check/donald-trump-remain-apprentice-inauguration/,"Donald Trump will be a ""part-time President"" and keep his job on ""Celebrity Apprentice.""",False,Politics
./raw\2827.html,https://www.snopes.com/fact-check/hillary-clinton-1-year-to-live/,"Leaked medical records, combined with viral images and videos, prove that Hillary Clinton is suffering from subcortical vascular dementia and has only one year to live.",False,Politics
./raw\3148.html,https://www.snopes.com/fact-check/bernie-sanders-audi-8/,"Bernie Sanders purchased a $172,000 luxury car with presidential campaign donations.",False,Politics
./raw\3187.html,https://www.snopes.com/fact-check/sandra-day-oconnor-quote/,"Sandra Day O'Connor said that Republicans were a ""vile, petulant, hateful, passel of obstructionists.""",False,Politics
./raw\3662.html,https://www.snopes.com/fact-check/al-sharpton-taxes/,Al Sharpton owes more than four million dollars in unpaid taxes.,False,Politics
./raw\4213.html,https://www.snopes.com/fact-check/china-kill-coronavirus-patients/,"Chinese officials are seeking approval to start the mass killing of 20,000 people in order to stop the spread of new coronavirus.",False,Medical
./raw\2710.html,https://www.snopes.com/fact-check/trump-removes-name-from-hotels/,Trump hotels are being renamed to eliminate use of the name 'Trump.',False,Politics
./raw\2270.html,https://www.snopes.com/fact-check/barry-wilmore-see-astronaut-ramirez-outside-the-space-station/,Barry Wilmore said that he saw astronaut Ramirez outside the space station even though Ramirez was sitting right next to him.,False,Politics
./raw\988.html,https://www.snopes.com/fact-check/epstein-island-bones/,The FBI discovered bones of young children in the waters around the late billionaire Jeffrey Epstein's private island.,False,Politics
./raw\763.html,https://www.snopes.com/fact-check/adam-schiff-witnesses-testify/,Adam Schiff paid witnesses over $40 million to testify against President Trump during impeachment proceedings.,False,Politics
./raw\1234.html,https://www.snopes.com/fact-check/clinton-trump-lawyer-payoffs/,A double standard was at play in the FBI's raid of the office of Donald Trump's lawyer but not Bill Clinton's.,False,Politics
./raw\63.html,https://www.snopes.com/fact-check/iphone-7-headphone-jack-controversy/,Apple is eliminating the headphone jack for iPhone 7 in order to force users to purchase expensive Bluetooth equipment or proprietary headphones.,False,Technology
./raw\2308.html,https://www.snopes.com/fact-check/warm-welcome/,"A 1922 newspaper article reported that ""radical change in climatic conditions"" was melting Arctic ice and disrupting wildlife.",True,Politics
./raw\1547.html,https://www.snopes.com/fact-check/christine-blasey-ford-cia/,"Christine Blasey Ford is closely linked to the CIA, and her sexual assault allegations against Brett Kavanaugh are part of a CIA plot.",False,Politics
./raw\741.html,https://www.snopes.com/fact-check/lewis-carroll-magical-solution/,"Author Lewis Carroll wrote that ""Everyone wants a magical solution for their problem, and everyone refuses to believe in magic.""",False,Politics
./raw\1952.html,https://www.snopes.com/fact-check/transgender-teen-wrestling-title/,A transgender boy won a state title in girls' high school wrestling.,True,Politics
./raw\150.html,https://www.snopes.com/fact-check/uber-increase-london-attack/,Uber increased its prices in parts of London around the time of a terror attack in June 2017,False,Business
./raw\4745.html,https://www.snopes.com/fact-check/the-ungobbled-gobbler/,The presidential practice of pardoning a live turkey before Thanksgiving originated with President Harry Truman in 1947.,False,Holidays
./raw\1205.html,https://www.snopes.com/fact-check/germany-ambassador-grenell/,"In March 2019, Germany requested the removal of Richard Grenell as U.S. Ambassador to Germany.",False,Politics
./raw\1755.html,https://www.snopes.com/fact-check/is-nfls-free-speech-accurately-portrayed/,A list accurately portrays the NFL's history on free speech issues.,False,Politics
./raw\3335.html,https://www.snopes.com/fact-check/mass-shootings-obama/,Vastly more mass shootings have taken place during President Obama's administration than that of any other recent President.,False,Politics
./raw\3291.html,https://www.snopes.com/fact-check/gas-station-shuns-serviceman/,"The gas station next to Higbie Bagels refused to sell tobacco to a serviceman who presented military ID, because the station's owners are anti-military.",False,Politics
./raw\1990.html,https://www.snopes.com/fact-check/joe-kennedy-pharma/,"Over the course of his career, Democratic Congressman Joe Kennedy has received $348,000 in campaign contributions from the pharmaceutical industry.",True,Politics
./raw\2184.html,https://www.snopes.com/fact-check/buffalo-wild-wings-anthem/,"On 11 September 2017, a worker at a Buffalo Wild Wings in Eastvale, California, turned down the volume on the national anthem before an NFL game, saying it was ""divisive.""",True,Politics
./raw\2903.html,https://www.snopes.com/fact-check/donald-trump-crying-baby/,Republican presidential candidate Donald Trump kicked a crying baby out of a political rally.,False,Politics
./raw\1890.html,https://www.snopes.com/fact-check/dhs-compile-database-journalists-bloggers/,The United States Department of Homeland Security is planning to compile a database of journalists and bloggers.,True,Politics
./raw\2995.html,https://www.snopes.com/fact-check/dallas-shooter-jeffrey-harris-harris/,Neo-Nazi Jeffrey Harris was identified as the man who shot and killed several police officers at a protest in Dallas.,False,Crime
./raw\778.html,https://www.snopes.com/fact-check/northam-meme/,Virginia Gov. Ralph Northam said the National Guard would cut power and communications before killing anyone who didn't comply with new gun legislation.,False,Politics
./raw\629.html,https://www.snopes.com/fact-check/united-way-covid-relief/,The phone number 1-866-211-9966 connects callers with the United Way's COVID-19 Community Economic Relief Fund.,False,Politics
./raw\2575.html,https://www.snopes.com/fact-check/justin-trudeau-is-fidel-castros-love-child/,Canadian prime minister Justin Trudeau is Fidel Castro’s son.,False,Politics
./raw\3031.html,https://www.snopes.com/fact-check/laila-alawa-and-the-department-of-homeland-security/,"After the Orlando shooting, President Obama recruited Laila Alawa to serve on an anti-violent extremism Department of Homeland Security task force.",False,Politics
./raw\2572.html,https://www.snopes.com/fact-check/levi-strauss-banned-guns-from-stores/,Levi Strauss clothing stores have banned all guns.,False,Politics
./raw\1350.html,https://www.snopes.com/fact-check/president-trump-walter-reed-media/,President Trump's visit to Walter Reed Hospital in December 2018 was ignored by the media.,False,Politics
./raw\692.html,https://www.snopes.com/fact-check/aoc-social-security-cut/,Rep. Alexandria Ocasio-Cortez has proposed a $10.5 billion cut to Social Security.,False,Politics
./raw\2631.html,https://www.snopes.com/fact-check/police-calm-millennial-protesters-by-handing-out-participation-trophies/,Police assuaged the feelings of millennials protesting Donald Trump's victory by distributing participation trophies.,False,Politics
./raw\2241.html,https://www.snopes.com/fact-check/act-like-youve-been-there-before/,"Penn State's Joe Paterno said ""when you get into the end zone, act like you've been there before.""",True,Politics
./raw\167.html,https://www.snopes.com/fact-check/target-blocks-israel-e-commerce-access/,Target.com or Target blocked Israel from accessing and shopping their web site.,False,Business
./raw\4384.html,https://www.snopes.com/fact-check/bee-venom-kills-hiv/,Bee sting venom can kill HIV.,False,Medical
./raw\1742.html,https://www.snopes.com/fact-check/did-obama-administration-children-human-traffickers/,Some immigrant children were placed with human traffickers during the Obama administration.,True,Politics
./raw\134.html,https://www.snopes.com/fact-check/tax-bill-small-business-deductions/,"Under the 2017 tax overhaul legislation currently making its way through Congress, all deductions for business-related expenses incurred by small business owners and the self-employed would be eliminated.",False,Business
./raw\2467.html,https://www.snopes.com/fact-check/nps-twitter-account-shut-down/,Official Department of Interior Twitter accounts were temporarily deactivated after the National Park Service account was used to retweet negative information about the incoming Trump administration.,True,Politics
./raw\1074.html,https://www.snopes.com/fact-check/immigrants-free-leave-detention/,"As of July 2019, migrants are ""free to leave"" U.S. immigration detention centers and return to their countries of origin, at will.",False,Politics
./raw\1051.html,https://www.snopes.com/fact-check/fbi-agent-cincinelli/,FBI agent Sal Cincinelli's death is linked to the Clinton Foundation.,False,Politics
./raw\112.html,https://www.snopes.com/fact-check/did-ceo-harley-davidson-trump-moron/,"Harley-Davidson's chief executive officer Matthew Levatich called President Trump ""a moron.""",False,Business
./raw\54.html,https://www.snopes.com/fact-check/trump-tower-name-changed-to-dump-tower-in-google-maps/,A prankster changed the name of Trump Tower to Dump Tower in Google Maps briefly on 26 November 2016.,True,Politics
./raw\1030.html,https://www.snopes.com/fact-check/omar-nationwide-ban-bacon/,"U.S. Rep. Ilhan Omar proposed a nationwide ban on ""unhealthy and immoral"" bacon.",False,Politics
./raw\4435.html,https://www.snopes.com/fact-check/downy-unstopables-warmer-warning/,It's dangerous to put Downy Unstopables (or other laundry fragrance beads) in a tart or wax warmer.,False,Medical
./raw\2214.html,https://www.snopes.com/fact-check/vietnam-wall-graffiti/,The Vietnam Veterans Memorial was defaced with graffiti.,False,Politics
./raw\2443.html,https://www.snopes.com/fact-check/president-obama-ban-muslims-2011/,"President Obama banned immigration from Iraq for six months in 2011, but the media buried the story.",False,Politics
./raw\1682.html,https://www.snopes.com/fact-check/mandalay-bay-suing-mass-shooting-victims/,"Mandalay Bay, the Las Vegas hotel from which a gunman opened fire on a concert crowd of 20,000, filed lawsuits against mass shooting victims.",True,Politics
./raw\2899.html,https://www.snopes.com/fact-check/tim-kaine-open-marriage/,Democratic vice presidential candidate Tim Kaine admitted on Twitter to having an open marriage.,False,Politics
./raw\1315.html,https://www.snopes.com/fact-check/ocasio-cortez-gun-rights-quote/,"Congresswoman Alexandria Ocasio-Cortez said that ""owning guns is not a right. If it were a right, it would be in the Constitution.""",False,Politics
./raw\4408.html,https://www.snopes.com/fact-check/heroin-od-with-child-in-car/,"A photograph taken by a responding police officer shows a couple passed out in their vehicle from a suspected heroin overdose, with their child in the back seat.",True,Medical
./raw\4898.html,https://www.snopes.com/fact-check/nasa-fossil-fuels-cool/,NASA now says that burning fossil fuels cools the planet.,False,Science
./raw\2147.html,https://www.snopes.com/fact-check/trump-hotel-anti-cnn-petitions/,The Trump International Hotel in Washington D.C. handed out flyers promoting an anti-CNN petition to guests at check-in.,False,Politics
./raw\618.html,https://www.snopes.com/fact-check/sanders-vermont-mansion/,A photograph shows an opulent Vermont mansion owned by U.S. Sen. Bernie Sanders.,False,Politics
./raw\1180.html,https://www.snopes.com/fact-check/eric-holder-abortion-clinic/,Family relatives of former U.S. Attorney General Eric Holder own property used as an abortion clinic.,False,Politics
./raw\549.html,https://www.snopes.com/fact-check/neiman-marcus-cookies/,Woman gains revenge after being charged $250 by Neiman Marcus for a cookie recipe.,False,Business
./raw\3222.html,https://www.snopes.com/fact-check/bernie-sanders-loser-meme/,A meme accurately describes the arc of Bernie Sanders' (financial) life.,False,Politics
./raw\4689.html,https://www.snopes.com/fact-check/cancer-update/,"Johns Hopkins Hospital issued a ""cancer update"" detailing how cancer spreads and recommending methods for treating the disease.",False,Medical
./raw\2672.html,https://www.snopes.com/fact-check/donna-brazile-leaves-cnn/,Donna Brazile was fired from CNN after leaked e-mails suggested she used her position to pass information to the Clinton campaign about upcoming appearances.,True,Politics
./raw\3968.html,https://www.snopes.com/fact-check/doe-money-ronald-pelosi/,The Department of Energy spent $737 million on SolarReserve to create 45 jobs and benefit Ron Pelosi.,False,Politics
./raw\4180.html,https://www.snopes.com/fact-check/carol-mccain/,"An article accurately recounts details of Senator John McCain's divorce from his first wife, Carol.",True,Politics
./raw\3701.html,https://www.snopes.com/fact-check/belgium-mayor-pork-ban/,"The mayor of Ath, in Belgium, refused to remove pork from school canteens in the face of pressure from Muslim parents.",False,Politics
./raw\3369.html,https://www.snopes.com/fact-check/hillary-crossed-fingers/,A photograph shows a soldier crossing his fingers to signal he was coerced into posing with Hillary Clinton.,False,Politics
./raw\2822.html,https://www.snopes.com/fact-check/canada-legalizes-heroin/,Canada has legalized heroin for general use.,False,Medical
./raw\3215.html,https://www.snopes.com/fact-check/epa-seeks-ban-racecar-conversions/,The U.S. Environmental Protection Agency is banning the conversion of road cars to racecars.,False,Politics
./raw\3923.html,https://www.snopes.com/fact-check/early-flight/,An air show at the U.S. Air Force Academy  graduation ceremony was held up because President Obama left early.,False,Politics
./raw\1800.html,https://www.snopes.com/fact-check/school-shooting-military-deaths/,"So far in 2018, the number of U.S. students killed in school shootings is greater than the number of U.S. military personnel who have been killed on active duty.",False,Politics
./raw\2367.html,https://www.snopes.com/fact-check/democrats-socialist-party-poster/,A Democratic National Committee tweet included an altered version of a Socialist party's poster,True,Politics
./raw\2181.html,https://www.snopes.com/fact-check/trumps-flip-flop-on-flag-burning/,"Prior to condemning flag burning in November 2016, Donald Trump endorsed the act in February 2011.",False,Politics
./raw\2404.html,https://www.snopes.com/fact-check/congress-gun-legal-mental/,Congress passed a law that makes it legal for mentally impaired persons to purchase guns.,False,Politics
./raw\2989.html,https://www.snopes.com/fact-check/iranian-negotiator-discusses-nuclear-deal/,A video shows the chief Iranian nuclear negotiator appearing on television and candidly reflecting on the negotiating process with the U.S.,False,Politics
./raw\3001.html,https://www.snopes.com/fact-check/guccifer-missing-from-jail-cell/,Hacker Guccifer (Marcel Lazăr Lehel) is missing from his jail cell.,False,Politics
./raw\3861.html,https://www.snopes.com/fact-check/letter-to-dr-laura/,A letter highlighting fallacies in Biblical anti-homosexuality arguments was sent to radio personality Dr. Laura Schlessinger.,True,Politics
./raw\4891.html,https://www.snopes.com/fact-check/bath-lightning-deaths/,"It is dangerous to take baths or shower during thunderstorms, and people have been injured or killed while doing so.",False,Science
./raw\640.html,https://www.snopes.com/fact-check/joe-biden-endorsement/,A confused U.S. Democratic 2020 presidential candidate Joe Biden dropped out of the race and then endorsed himself.,False,Politics
./raw\545.html,https://www.snopes.com/fact-check/shopping-cart-origin/,The shopping cart was not a resounding success when first introduced.,True,Business
./raw\2950.html,https://www.snopes.com/fact-check/muslim-government-in-the-us/,"Hillary Clinton and Barack Obama have ""Iranian advisers by their sides at all times.""",False,Politics
./raw\1376.html,https://www.snopes.com/fact-check/prada-store-blackface-imagery/,Prada removed a display from their store in the Soho neighborhood of New York City after a complaint regarding monkey-like figurines spread widely online.,True,Politics
./raw\3760.html,https://www.snopes.com/fact-check/congress-initiates-president-obamas-impeachment/,"Congress has ""officially initiated President Obama's impeachment.""",False,Politics
./raw\3758.html,https://www.snopes.com/fact-check/obituary-common-sense/,Essay by George Carlin laments the passing of common sense.,False,Politics
./raw\2280.html,https://www.snopes.com/fact-check/queen-elizabeth-london-mayor/,"Queen Elizabeth contradicted London Mayor Sadiq Khan by ""refusing to retract"" an invitation to Donald Trump to visit the UK.",False,Politics
./raw\2490.html,https://www.snopes.com/fact-check/vladimir-putin-to-sing-at-trumps-inauguration/,"Due to the difficulties President-Elect Donald Trump has had in lining  up singers for his inauguration ceremony, Russian president Vladimir  Putin has volunteered to sing “for my comrade”.",False,Politics
./raw\2466.html,https://www.snopes.com/fact-check/mike-pence-disappointed-womens-march/,Mike Pence said that he was disappointed in husbands and fathers for allowing women to participaite in the Women's March.,False,Politics
./raw\1122.html,https://www.snopes.com/fact-check/politician-canadian-moslems/,A Canadian politician said that 'Moslems' only sought leadership positions to make changes to laws that benefit the Muslim community.,False,Politics
./raw\2590.html,https://www.snopes.com/fact-check/betsy-devos-education-secretary/,"Donald Trump's nominee for Secretary of Education, billionaire Betsy DeVos, has no education degree or teaching experience, has never attended a public school or sent her children to one, and supports the funding of for-profit Christian schools over public ones; she got the job because she donated $9.5 million to Trump's campaign.",False,Politics
./raw\4235.html,https://www.snopes.com/fact-check/strep-throat-face-nasal-cavity/,A form of strep infection is capable of affecting the nasal cavity and face.,True,Medical
./raw\1131.html,https://www.snopes.com/fact-check/scott-desjarlais-abortions/,Anti-abortion Republican U.S. Rep. Scott DesJarlais testified that he encouraged some women to have abortions.,True,Politics
./raw\3088.html,https://www.snopes.com/fact-check/obituary-trump-clinton/,A woman's obituary said that she chose death over the prospect of voting for either Donald Trump or Hillary Clinton.,True,Politics
./raw\2720.html,https://www.snopes.com/fact-check/u-s-embassy-attacks-compared/,"More attacks on U.S. embassies, with more people killed, occurred during the G.W. Bush and Reagan administrations than under Obama.",False,Politics
./raw\804.html,https://www.snopes.com/fact-check/supreme-court-extend-trumps-term/,The U.S. Supreme Court can extend President Trump’s term by up to three years if he’s acquitted in an impeachment trial by the Senate.,False,Politics
./raw\3639.html,https://www.snopes.com/fact-check/sharia-law-muslim-no-go-zones/,"A number of localities in the United States, France, and Britain are considered Muslim ""no-go zones"" (operating under Sharia Law) where local laws are not applicable.",False,Politics
./raw\1652.html,https://www.snopes.com/fact-check/korean-war-remains-news-coverage/,"The major television networks MSNBC, NBC, CNN, CBS, and ABC provided little or no coverage of the July 2018 repatriation of the remains of 55 U.S. soldiers killed in the Korean War.",False,Politics
./raw\96.html,https://www.snopes.com/fact-check/child-miners-electric-cars-work/,Electric car manufacturers rely on child labor to extract cobalt for their car batteries.,False,Business
./raw\3391.html,https://www.snopes.com/fact-check/ben-carson-welfare-meme/,"Dr. Ben Carson said the ""disintegration of the family unit and the welfare state are enslaving African-Americans and ruining their futures"" but received help from such programs in his youth.",False,Politics
./raw\2449.html,https://www.snopes.com/fact-check/sean-spicer-onion-retweet/,White House Press Secretary Sean Spicer retweeted a satirical item from 'The Onion'  about himself.,True,Politics
./raw\5206.html,https://www.snopes.com/fact-check/black-lives-matter-terrorist-russia/,"Russia placed Black Lives Matter on an official ""terror list"" in July 2016.",False,Crime
